Normalized_URL,Go_ID,Go_Name,Go_Homepage,Go_Repo,Maven_ID,Maven_Name,Maven_Homepage,Maven_Repo,NPM_ID,NPM_Name,NPM_Homepage,NPM_Repo,PHP_ID,PHP_Name,PHP_Homepage,PHP_Repo
github.com/twbs/bootstrap,28150,github.com/twbs/bootstrap,https://github.com/twbs/bootstrap,https://github.com/twbs/bootstrap,136852,org.mvnpm:bootstrap,https://getbootstrap.com/,https://github.com/twbs/bootstrap,3665556,wvforms-bootstrap,https://getbootstrap.com/,git+https://github.com/twbs/bootstrap.git,388906,twitter/bootstrap,,https://github.com/twbs/bootstrap
github.com/swagger-api/swagger-ui,47425,github.com/swagger-api/swagger-ui,https://github.com/swagger-api/swagger-ui,https://github.com/swagger-api/swagger-ui,133777,org.mvnpm:swagger-ui,https://github.com/swagger-api/swagger-ui,ssh://git@github.com/swagger-api/swagger-ui,3734355,zika9x,https://github.com/swagger-api/swagger-ui#readme,git+ssh://git@github.com/swagger-api/swagger-ui.git,365030,swagger-api/swagger-ui,,https://github.com/swagger-api/swagger-ui
github.com/twbs/icons,202709,github.com/twbs/icons,https://github.com/twbs/icons,https://github.com/twbs/icons,136849,org.mvnpm:bootstrap-icons,https://icons.getbootstrap.com/,https://github.com/twbs/icons,1479202,bootstrap-icons,https://icons.getbootstrap.com/,git+https://github.com/twbs/icons.git,388579,twbs/bootstrap-icons,,https://github.com/twbs/icons
github.com/josdejong/mathjs,346408,github.com/josdejong/mathjs,https://github.com/josdejong/mathjs,https://github.com/josdejong/mathjs,67145,org.webjars.bower:mathjs,http://webjars.org,https://github.com/josdejong/mathjs,2495570,mathjs,https://mathjs.org,git+https://github.com/josdejong/mathjs.git,72436,components/mathjs,,https://github.com/josdejong/mathjs
github.com/eonasdan/bootstrap-datetimepicker,486267,github.com/eonasdan/bootstrap-datetimepicker,https://github.com/eonasdan/bootstrap-datetimepicker,https://github.com/eonasdan/bootstrap-datetimepicker,136266,org.mvnpm:eonasdan-bootstrap-datetimepicker,http://eonasdan.github.io/bootstrap-datetimepicker/,https://github.com/eonasdan/bootstrap-datetimepicker,3741709,zparrish-bootstrap-datetimepicker,http://eonasdan.github.io/bootstrap-datetimepicker/,https://github.com/eonasdan/bootstrap-datetimepicker.git,114213,eonasdan/bootstrap-datetimepicker,,https://github.com/Eonasdan/bootstrap-datetimepicker
github.com/tabler/tabler,658872,github.com/tabler/tabler,https://github.com/tabler/tabler,https://github.com/tabler/tabler,137561,org.mvnpm.at.tabler:core,https://tabler.io,https://github.com/tabler/tabler,3334681,tabler_modified,https://tabler.io,git+https://github.com/tabler/tabler.git,368720,tabler/tabler,,https://github.com/tabler/tabler
github.com/nolimits4web/swiper,809197,github.com/nolimits4web/swiper,https://github.com/nolimits4web/swiper,https://github.com/nolimits4web/swiper,133769,org.mvnpm:swiper,https://swiperjs.com,https://github.com/nolimits4web/Swiper,3704897,yllfbaobaoswiper,https://swiperjs.com,git+https://github.com/nolimits4web/Swiper.git,268304,nolimits4web/swiper,,https://github.com/nolimits4web/swiper
github.com/uikit/uikit,811013,github.com/uikit/uikit,https://github.com/uikit/uikit,https://github.com/uikit/uikit,133579,org.mvnpm:uikit,https://getuikit.com,https://github.com/uikit/uikit,3484003,uikit-customization,https://getuikit.com,git+https://github.com/uikit/uikit.git,390556,uikit/uikit,,https://github.com/uikit/uikit
github.com/twitter/typeahead.js,811064,github.com/twitter/typeahead.js,https://github.com/twitter/typeahead.js,https://github.com/twitter/typeahead.js,133601,org.mvnpm:typeahead.js,http://twitter.github.com/typeahead.js,https://github.com/twitter/typeahead.js,3729381,zfe-typeahead,http://twitter.github.com/typeahead.js,git+https://github.com/twitter/typeahead.js.git,388909,twitter/typeahead.js,,https://github.com/twitter/typeahead.js
github.com/fullcalendar/fullcalendar,811076,github.com/fullcalendar/fullcalendar,https://github.com/fullcalendar/fullcalendar,https://github.com/fullcalendar/fullcalendar,138768,org.mvnpm.at.fullcalendar:bootstrap5,https://fullcalendar.io/docs/bootstrap5,https://github.com/fullcalendar/fullcalendar,3089885,rg-fullcalendar,http://fullcalendar.io/,git+https://github.com/fullcalendar/fullcalendar.git,133695,fullcalendar/fullcalendar,,https://github.com/fullcalendar/fullcalendar
