NPM_ID,NPM_Name,NPM_Homepage,NPM_Repo,PHP_ID,PHP_Name,PHP_Homepage,PHP_Repo
8374,37-pieces-of-flair,https://github.com/artemave/37-pieces-of-flair,https://github.com/artemave/37-pieces-of-flair,27921,artemave/37-pieces-of-flair,,https://github.com/artemave/37-pieces-of-flair
31980,@adamburgess/woocommerce-rest-api,https://github.com/woocommerce/woocommerce-rest-api-js,git+https://github.com/woocommerce/woocommerce-rest-api.git,413874,woocommerce/woocommerce-rest-api,,https://github.com/woocommerce/woocommerce-rest-api
32994,@adeoladev/easydate,https://github.com/adeoladev/easydate#readme,git+https://github.com/adeoladev/easydate.git,5901,adeoladev/easydate,,https://github.com/adeoladev/easydate
33027,@adereksisusanto/icons,https://adereksisusanto.github.io,git+https://github.com/adereksisusanto/icons.git,5917,adereksisusanto/icons,,https://github.com/adereksisusanto/icons
33040,@adesin-fr/inertiajs-tables-laravel-query-builder,https://github.com/Adesin-Fr/inertiajs-tables-laravel-query-builder#readme,git+https://github.com/Adesin-Fr/inertiajs-tables-laravel-query-builder.git,5935,adesin-fr/inertiajs-tables-laravel-query-builder,,https://github.com/Adesin-fr/inertiajs-tables-laravel-query-builder
38622,@agencenous/blocss,https://github.com/agencenous/blocss#readme,git+https://github.com/agencenous/blocss.git,8148,agencenous/blocss,,https://github.com/agencenous/blocss
270352,@data-story-org/gui,https://github.com/ajthinking/data-story#readme,git+https://github.com/ajthinking/data-story.git,10520,ajthinking/data-story,,https://github.com/ajthinking/data-story
47108,@aklump/breakpointx,http://www.intheloftstudios.com/packages/js/breakpointx,git+https://github.com/aklump/breakpointX.git,11112,aklump/breakpointx,,https://github.com/aklump/breakpointX
1063042,@sylius-ui/frontend,https://github.com/Sylius/Sylius#readme,git+https://github.com/Sylius/Sylius.git,366491,sylius/sylius,,https://github.com/Sylius/Sylius
67472,@alps-asd/mcp,https://github.com/alps-asd/app-state-diagram#readme,git+https://github.com/alps-asd/app-state-diagram.git,201479,koriym/app-state-diagram,,https://github.com/alps-asd/app-state-diagram
1331939,amwal-magento-react-button,https://github.com/amwal-tech/amwal-magento#readme,git+https://github.com/amwal-tech/amwal-magento.git,19164,amwal/payments,,https://github.com/amwal-tech/amwal-magento
74142,@andersundsehr/storybook-typo3,https://github.com/andersundsehr/storybook,git+https://github.com/andersundsehr/storybook.git,19721,andersundsehr/storybook,,https://github.com/andersundsehr/storybook
79373,@anomalyce/atomic,https://github.com/anomalyce/atomic#readme,git+https://github.com/anomalyce/atomic.git,21985,anomalyce/atomic,,https://github.com/anomalyce/atomic
79375,@anomalyce/pai18n,https://github.com/anomalyce/pai18n#readme,git+https://github.com/anomalyce/pai18n.git,21988,anomalyce/pai18n,,https://github.com/anomalyce/pai18n
79613,@anovsiradj/web-skit,https://github.com/anovsiradj/web-skit#readme,git+https://github.com/anovsiradj/web-skit.git,22096,anovsiradj/web-skit,,https://github.com/anovsiradj/web-skit
101107,@arpite/arpite,,git@github.com:arpite/arpite.git,27463,arpite/arpite,,https://github.com/arpite/arpite
112754,@atompulse/com,,https://github.com/atompulse/rad-bundle/tree/master/Resources/public/com,31612,atompulse/rad-bundle,,https://github.com/atompulse/rad-bundle
113613,@aubreypwd/wpcs,https://github.com/aubreypwd/wpcs#readme,git+https://github.com/aubreypwd/wpcs.git,32038,aubreypwd/wpcs,,https://github.com/aubreypwd/wpcs
114365,@aurabx/harmony-examples,https://github.com/aurabx/harmony-examples#readme,git+ssh://git@github.com/aurabx/harmony-examples.git,32268,aurabx/harmony-examples,,https://github.com/aurabx/harmony-examples
117407,@automattic/wp-feature-api,https://github.com/Automattic/wp-feature-api#readme,git+https://github.com/Automattic/wp-feature-api.git,32796,automattic/wp-feature-api,,https://github.com/Automattic/wp-feature-api
118941,@avidian/countries-and-cities,https://github.com/avidianity/countries-and-cities#readme,git+https://github.com/avidianity/countries-and-cities.git,33258,avidianity/countries-and-cities,,https://github.com/avidianity/countries-and-cities
119446,@avto-dev/vehicle-logotypes,https://github.com/avto-dev/vehicle-logotypes,git+https://github.com/avto-dev/vehicle-logotypes.git,33588,avto-dev/vehicle-logotypes,,https://github.com/avto-dev/vehicle-logotypes
119793,@awes-io/form-builder,https://github.com/awes-io/form-builder#readme,git+ssh://git@github.com/awes-io/form-builder.git,33968,awes-io/form-builder,,https://github.com/awes-io/form-builder
124588,@ayesh/geo-ip-database,https://github.com/Ayesh/Geo-IP-Database#readme,git+https://github.com/Ayesh/Geo-IP-Database.git,34798,ayesh/geo-ip-database,,https://github.com/Ayesh/Geo-IP-Database
1568610,ckeditor-wordcount-plugin,https://github.com/w8tcha/CKEditor-WordCount-Plugin#readme,git+https://github.com/w8tcha/CKEditor-WordCount-Plugin.git,402821,w8tcha/ckeditor-wordcount-plugin,,https://github.com/w8tcha/CKEditor-WordCount-Plugin
163077,@born05/sveltekit-cache-control,https://github.com/born05/sveltekit-cache-control,git+https://github.com/born05/sveltekit-cache-control.git,49263,born05/craft-cache-control,,https://github.com/born05/sveltekit-cache-control
173815,@buildwars/gw-skilldata,https://github.com/build-wars/gw-skilldata,git+https://github.com/build-wars/gw-skilldata.git,53585,buildwars/gw-skilldata,,https://github.com/build-wars/gw-skilldata
173816,@buildwars/gw-templates,https://github.com/build-wars/gw-templates,git+https://github.com/build-wars/gw-templates.git,53586,buildwars/gw-templates,,https://github.com/build-wars/gw-templates
183010,@capevace/tailpipe,https://github.com/capevace/tailpipe#readme,git+https://github.com/capevace/tailpipe.git,57138,capevace/tailpipe,,https://github.com/Capevace/tailpipe
195213,@chancedigital/eslint-config-wp,https://github.com/chancedigital/wp-coding-standards#readme,git+https://github.com/chancedigital/wp-coding-standards.git,60771,chancedigital/wp-coding-standards,,https://github.com/chancedigital/wp-coding-standards
204552,@cinimod/use-store,https://github.com/mkny/cinimod#readme,git+https://github.com/mkny/cinimod.git,246639,mkny/cinimod,,https://github.com/mkny/cinimod
222148,@cloudflare/authr,https://github.com/cloudflare/authr#readme,git+https://github.com/cloudflare/authr.git,66575,cloudflare/authr,,https://github.com/cloudflare/authr
224797,@cnerstudio/puphpeteer,https://github.com/cnerstudio/puphpeteer#readme,git+https://github.com/cnerstudio/puphpeteer.git,67477,cnerstudio/puphpeteer,,https://github.com/cnerstudio/puphpeteer
224798,@cnerstudio/rialto,https://github.com/cnerstudio/rialto#readme,git+https://github.com/cnerstudio/rialto.git,67478,cnerstudio/rialto,,https://github.com/cnerstudio/rialto
226395,@code-atlantic/stylelint-config,https://github.com/code-atlantic/coding-standards,git+https://github.com/code-atlantic/coding-standards.git,67909,code-atlantic/coding-standards,,https://github.com/code-atlantic/coding-standards
231387,@codohq/codo,https://github.com/codohq/codo#readme,git+https://github.com/codohq/codo.git,70838,codohq/codo,,https://github.com/codohq/codo
1596636,coffeekraken,https://github.com/Coffeekraken/coffeekraken#readme,git+https://github.com/Coffeekraken/coffeekraken.git,70994,coffeekraken/coffeekraken,,https://github.com/Coffeekraken/coffeekraken
233672,@collegeman/fuerte,https://github.com/collegeman/fuerte#readme,git+https://github.com/collegeman/fuerte.git,71612,collegeman/fuerte,,https://github.com/collegeman/fuerte
242634,@contributte/datagrid,https://github.com/contributte/datagrid#readme,git+https://github.com/contributte/datagrid.git,389948,ublaboo/datagrid,,https://github.com/contributte/datagrid
250853,@crafium/our-plugins,https://github.com/crafium/our-plugins,git+https://github.com/crafium/our-plugins.git,76033,crafium/our-plugins,,https://github.com/crafium/our-plugins
250883,@craftcms/webpack,https://craftcms.com,git+https://github.com/craftcms/cms.git,76077,craftcms/cms,,https://github.com/craftcms/cms
3700344,yemak-argon-dashboard,http://demos.creative-tim.com/argon-dashboard/index.html,git+https://github.com/creativetimofficial/argon-dashboard.git,77068,creativetimofficial/argon-dashboard-free,,https://github.com/creativetimofficial/argon-dashboard
252369,@creativestyle/magesuite-theme-generator,https://github.com/magesuite/theme-creativeshop#readme,git+https://github.com/magesuite/theme-creativeshop.git,77062,creativestyle/theme-creativeshop,,https://github.com/magesuite/theme-creativeshop
261270,@cyberwolf.studio/lingua-vue,https://github.com/cyberwolf-studio/lingua#readme,git+https://github.com/cyberwolf-studio/lingua.git,80391,cyberwolfstudio/lingua,,https://github.com/cyberwolf-studio/lingua
262089,@cyrilverloop/codingame-configuration,https://github.com/cyrilverloop/codingame-configuration#readme,git+https://github.com/cyrilverloop/codingame-configuration.git,80666,cyril-verloop/codingame-configuration,,https://github.com/cyrilverloop/codingame-configuration
263775,@dadi/passport,https://github.com/dadi/passport,git+https://github.com/dadi/passport.git,81471,dadi/passport,,https://github.com/dadi/passport
270045,@dasundev/livewire-dropzone-styles,https://github.com/dasundev/livewire-dropzone,git+https://github.com/dasundev/livewire-dropzone.git,84328,dasundev/livewire-dropzone,,https://github.com/dasundev/livewire-dropzone
277636,@dbwebb/dbwebb-cli,https://github.com/dbwebb-se/dbwebb-cli#readme,git+https://github.com/dbwebb-se/dbwebb-cli.git,86500,dbwebb/dbwebb-cli,,https://github.com/dbwebb-se/dbwebb-cli
278254,@dcodegroup-au/form-builder,https://github.com/DCODE-GROUP/form-builder#readme,git+ssh://git@github.com/DCODE-GROUP/form-builder.git,86706,dcodegroup/form-builder,,https://github.com/DCODE-GROUP/form-builder
278290,@dconco/phpspa,https://phpspa.tech,git+https://github.com/dconco/phpspa.git,86739,dconco/phpspa,,https://github.com/dconco/phpspa
283458,@dekode/stylelint-config,https://github.com/DekodeInteraktiv/coding-standards,git+https://github.com/DekodeInteraktiv/coding-standards.git,88317,dekodeinteraktiv/coding-standards,,https://github.com/DekodeInteraktiv/coding-standards
290118,@devgfnl/payment-method-pagbank-pwa-studio,https://github.com/GabrielFNLima/payment-method-pagbank-magento-graphql#readme,git+https://github.com/GabrielFNLima/payment-method-pagbank-magento-graphql.git,91509,devgfnl/pagbank-magento-graph-ql,,https://github.com/GabrielFNLima/payment-method-pagbank-magento-graphql
295037,@dhau/lang-extras,https://github.com/danielholmes/lang-extras#readme,git+https://github.com/danielholmes/lang-extras.git,93485,dholmes/lang-extras,,https://github.com/danielholmes/lang-extras
296264,@dicebear/definitions,https://github.com/dicebear/definitions#readme,git+https://github.com/dicebear/definitions.git,93881,dicebear/definitions,,https://github.com/dicebear/definitions
300139,@digitoimistodude/stylelint-config,https://github.com/digitoimistodude/dude-coding-standards#readme,git+https://github.com/digitoimistodude/dude-coding-standards.git,95330,digitoimistodude/dude-coding-standards,,https://github.com/digitoimistodude/dude-coding-standards
1770092,doggistyle,https://github.com/marknotton/doggistyle#readme,git+https://github.com/marknotton/doggistyle.git,232010,marknotton/doggistyle,,https://github.com/marknotton/doggistyle
1538652,celerichain-fleetops-engine,https://github.com/fleetbase/fleetops#readme,git+https://github.com/fleetbase/fleetops.git,126851,fleetbase/fleetops-api,,https://github.com/fleetbase/fleetops
329596,@ecl-twig/ec-components,https://github.com/ec-europa/ecl-twig,git+https://github.com/ec-europa/ecl-twig.git,106686,ec-europa/ecl-twig,,https://github.com/ec-europa/ecl-twig
336226,@eighteen73/stylelint-config-wordpress,https://github.com/eighteen73/wordpress-coding-standards/tree/main/packages/stylelint-config-wordpress#readme,git+https://github.com/eighteen73/wordpress-coding-standards.git,109111,eighteen73/wordpress-coding-standards,,https://github.com/eighteen73/wordpress-coding-standards
343016,@eltharin/multiselect,https://github.com/eltharin/MultiSelect#readme,git+https://github.com/eltharin/MultiSelect.git,111664,eltharin/multiselect,,https://github.com/eltharin/MultiSelect
346424,@enabel/enabel-bootstrap-theme,https://github.com/Enabel/enabel-bootstrap-theme#readme,git+https://github.com/Enabel/enabel-bootstrap-theme.git,112786,enabel/enabel-bootstrap-theme,,https://github.com/Enabel/enabel-bootstrap-theme
348096,@enhavo/vue-form,https://www.enhavo.com,https://github.com/enhavo/enhavo.git,113308,enhavo/enhavo,,https://github.com/enhavo/enhavo
376165,@fastybird/accounts-module,https://www.fastybird.com,git+https://github.com/FastyBird/accounts-module.git,121985,fastybird/accounts-module,,https://github.com/FastyBird/accounts-module
376166,@fastybird/devices-module,https://www.fastybird.com,git+https://github.com/FastyBird/devices-module.git,121989,fastybird/devices-module,,https://github.com/FastyBird/devices-module
376167,@fastybird/homekit-connector,https://www.fastybird.com,git+https://github.com/FastyBird/homekit-connector.git,121994,fastybird/homekit-connector,,https://github.com/FastyBird/homekit-connector
376168,@fastybird/metadata-library,https://www.fastybird.com,git+https://github.com/FastyBird/metadata-library.git,121996,fastybird/metadata-library,,https://github.com/FastyBird/metadata-library
376171,@fastybird/tools,https://www.fastybird.com,git+https://github.com/FastyBird/tools.git,122002,fastybird/tools,,https://github.com/FastyBird/tools
376172,@fastybird/triggers-module,https://www.fastybird.com,git+https://github.com/FastyBird/triggers-module.git,122003,fastybird/triggers-module,,https://github.com/FastyBird/triggers-module
376173,@fastybird/ui-module,https://www.fastybird.com,git+https://github.com/FastyBird/ui-module.git,122005,fastybird/ui-module,,https://github.com/FastyBird/ui-module
392043,@fleetbase/registry-bridge-engine,https://github.com/fleetbase/registry-bridge#readme,git+https://github.com/fleetbase/registry-bridge.git,126853,fleetbase/registry-bridge,,https://github.com/fleetbase/registry-bridge
1538656,celerichain-storefront-engine,https://github.com/fleetbase/storefront#readme,git+https://github.com/fleetbase/storefront.git,126855,fleetbase/storefront-api,,https://github.com/fleetbase/storefront
392049,@fleetbase/valhalla-engine,https://github.com/fleetbase/valhalla#readme,git+https://github.com/fleetbase/valhalla.git,126857,fleetbase/valhalla-api,,https://github.com/fleetbase/valhalla
392054,@fleetbase/vroom-engine,https://github.com/fleetbase/vroom#readme,git+https://github.com/fleetbase/vroom.git,126858,fleetbase/vroom-api,,https://github.com/fleetbase/vroom
404263,@forrest79/dev-certs,https://github.com/forrest79/dev-certs#readme,git+https://github.com/forrest79/dev-certs.git,130190,forrest79/dev-certs,,https://github.com/forrest79/dev-certs
406566,@fr3nch13/pushover-bash,https://github.com/fr3nch13/pushover-bash#readme,git+https://github.com/fr3nch13/pushover-bash.git,130886,fr3nch13/pushover-bash,,https://github.com/fr3nch13/pushover-bash
407646,@frc/wp-harness,https://github.com/frc/wp-harness#readme,git+https://github.com/frc/wp-harness.git,131518,frc/wp-harness,,https://github.com/frc/wp-harness
410691,@frontkom/fs-info-transformer-test-assets,https://github.com/frontkom/fs-info-transformer#readme,git+https://github.com/frontkom/fs-info-transformer.git,132864,frontkom/fs-info-transformer,,https://github.com/frontkom/fs-info-transformer
422290,@gdbots/acme-schemas,https://github.com/gdbots/acme-schemas#readme,git+https://github.com/gdbots/acme-schemas.git,136855,gdbots/acme-schemas,,https://github.com/gdbots/acme-schemas
422294,@gdbots/schemas,https://github.com/gdbots/schemas#readme,git+https://github.com/gdbots/schemas.git,136872,gdbots/schemas,,https://github.com/gdbots/schemas
422859,@gebruederheitz/wp-block-collapsible,https://github.com/gebruederheitz/wp-block-collapsible#readme,git+https://github.com/gebruederheitz/wp-block-collapsible.git,137215,gebruederheitz/wp-block-collapsible,,https://github.com/gebruederheitz/wp-block-collapsible
426055,@geobase/countries-data,https://github.com/geobase/countries#readme,git+https://github.com/geobase/countries.git,138318,geobase/countries-data,,https://github.com/geobase/countries
3465709,twinh-github-actions-test,https://github.com/twinh/github-actions-test#readme,git+https://github.com/twinh/github-actions-test.git,388824,twinh/github-actions-test,,https://github.com/twinh/github-actions-test
436991,@godaddy-wordpress/styles,https://github.com/godaddy-wordpress/styles#readme,git+https://github.com/godaddy-wordpress/styles.git,142470,godaddy-wordpress/styles,,https://github.com/godaddy-wordpress/styles
440245,@gorilladash/vue,https://github.com/GorillaDash/LaravelWebsitePackage#readme,git+ssh://git@github.com/GorillaDash/LaravelWebsitePackage.git,143749,gorilladash/laravelwebsite,,https://github.com/GorillaDash/LaravelWebsitePackage
451547,@gutengeek/components,https://github.com/gutengeek/Components#readme,git+https://github.com/gutengeek/Components.git,147773,gutengeek/components,,https://github.com/gutengeek/Components
454148,@hadyfayed/filament-react-wrapper,https://github.com/hadyfayed/filament-react-wrapper#readme,git+https://github.com/hadyfayed/filament-react-wrapper.git,148779,hadyfayed/filament-react-wrapper,,https://github.com/hadyfayed/filament-react-wrapper
454149,@hadyfayed/filament-workflow-canvas,https://github.com/hadyfayed/filament-workflow-canvas#readme,git+https://github.com/hadyfayed/filament-workflow-canvas.git,148780,hadyfayed/filament-workflow-canvas,,https://github.com/hadyfayed/filament-workflow-canvas
456023,@hamid_80386/adminlte-rtl,https://github.com/hamid80386/adminlte-rtl#readme,git+https://github.com/hamid80386/adminlte-rtl.git,149490,hamid80386/adminlte-rtl,,https://github.com/hamid80386/AdminLTE-RTL
461709,@hawk-hhg/auth-client,https://github.com/hawk-digital-environments/hawk-auth-client/tree/main/frontend,git+https://github.com/hawk-digital-environments/hawk-auth-client.git,151444,hawk-hhg/auth-client,,https://github.com/hawk-digital-environments/hawk-auth-client
469853,@hermajan/booty,https://hermajan.net/booty,git+https://github.com/hermajan/booty.git,153752,hermajan/booty,,https://github.com/hermajan/booty
469854,@hermajan/countdown,https://hermajan.net/countdown,git+https://github.com/hermajan/countdown.git,153754,hermajan/countdown,,https://github.com/hermajan/countdown
469855,@hermajan/facolors,https://hermajan.net/facolors,git+https://github.com/hermajan/facolors.git,153756,hermajan/facolors,,https://github.com/hermajan/facolors
474408,@hiqdev/hipanel-rbac,https://github.com/hiqdev/hipanel-rbac#readme,git+https://github.com/hiqdev/hipanel-rbac.git,155435,hiqdev/hipanel-rbac,,https://github.com/hiqdev/hipanel-rbac
475887,@hizzlewp/store-ui,https://github.com/hizzle-co/hizzle/tree/main/packages/store-ui,git+https://github.com/hizzle-co/hizzle.git,155895,hizzle/wp,,https://github.com/hizzle-co/hizzle
478946,@honed/upload,https://github.com/honedlabs/honed/tree/main/packages/vue/upload#readme,git+https://github.com/honedlabs/honed.git,157148,honed/honed,,https://github.com/honedlabs/honed
478938,@honed/layout,https://github.com/honedlabs/layout#readme,git+https://github.com/honedlabs/layout.git,157151,honed/layout,,https://github.com/honedlabs/layout
478940,@honed/nav,https://github.com/honedlabs/nav#readme,git+https://github.com/honedlabs/nav.git,157155,honed/nav,,https://github.com/honedlabs/nav
480361,@horttcore/accordion,https://github.com/Horttcore/accordion#readme,git+https://github.com/Horttcore/accordion.git,311120,ralfhortt/accordion,,https://github.com/Horttcore/accordion
1872938,eslint-config-humanmade,https://github.com/humanmade/coding-standards/tree/master/packages/eslint-config-humanmade#eslint-config-humanmade,git+https://github.com/humanmade/coding-standards.git,159804,humanmade/coding-standards,,https://github.com/humanmade/coding-standards
485853,@hundh/contao-choices-bundle,,git@github.com:heimrichhannot/contao-choices-bundle.git,152378,heimrichhannot/contao-choices-bundle,,https://github.com/heimrichhannot/contao-choices-bundle
485854,@hundh/contao-filter-bundle,https://github.com/heimrichhannot/contao-contao-filter-bundle-bundle#readme,git+https://github.com/heimrichhannot/contao-filter-bundle.git,152427,heimrichhannot/contao-filter-bundle,,https://github.com/heimrichhannot/contao-filter-bundle
485856,@hundh/contao-list-bundle,https://github.com/heimrichhannot/contao-contao-list-bundle-bundle#readme,git+https://github.com/heimrichhannot/contao-list-bundle.git,152471,heimrichhannot/contao-list-bundle,,https://github.com/heimrichhannot/contao-list-bundle
485858,@hundh/contao-media-library-bundle,,git@github.com:heimrichhannot/contao-media-library-bundle.git,152479,heimrichhannot/contao-media-library-bundle,,https://github.com/heimrichhannot/contao-media-library-bundle
485859,@hundh/contao-menu-bundle,https://github.com/heimrichhannot/contao-contao-menu-bundle-bundle#readme,git+https://github.com/heimrichhannot/contao-menu-bundle.git,152485,heimrichhannot/contao-menu-bundle,,https://github.com/heimrichhannot/contao-menu-bundle
485860,@hundh/contao-multi-column-editor-bundle,,git@github.com:heimrichhannot/contao-multi-column-editor-bundle.git,152488,heimrichhannot/contao-multi-column-editor-bundle,,https://github.com/heimrichhannot/contao-multi-column-editor-bundle
485861,@hundh/contao-no-ui-slider-bundle,,git@github.com:heimrichhannot/contao-no-ui-slider-bundle.git,152512,heimrichhannot/contao-no-ui-slider-bundle,,https://github.com/heimrichhannot/contao-no-ui-slider-bundle
485864,@hundh/contao-tinymce-bundle,https://github.com/heimrichhannot/contao-tinymce-bundle-bundle#readme,git+https://github.com/heimrichhannot/contao-tinymce-bundle.git,152565,heimrichhannot/contao-tinymce-bundle,,https://github.com/heimrichhannot/contao-tinymce-bundle
485866,@hundh/contao-youtube-bundle,,git@github.com:heimrichhannot/contao-youtube-bundle.git,152582,heimrichhannot/contao-youtube-bundle,,https://github.com/heimrichhannot/contao-youtube-bundle
538599,@indigotree/stylelint-config,https://github.com/indigotree/coding-standards#readme,git+https://github.com/indigotree/coding-standards.git,167944,indigotree/coding-standards,,https://github.com/indigotree/coding-standards
544830,@ingenious/jquery-validator,https://github.com/Gimcrack/jquery-validator#readme,git+https://github.com/Gimcrack/jquery-validator.git,168913,ingenious/jquery-validator,,https://github.com/Gimcrack/jquery-validator
545573,@inkline/inkline,https://inkline.io,git+https://github.com/inkline/inkline.git,169245,inkline/inkline,,https://github.com/inkline/inkline
548395,@interactivevision/visitor-react,https://github.com/interviteam/visitor,git+https://github.com/interviteam/visitor.git,170996,interactivevision/visitor,,https://github.com/interviteam/visitor
555266,@isengine/isscss,https://github.com/isengine/isscss#readme,git+https://github.com/isengine/isscss.git,173524,isengine/isscss,,https://github.com/isengine/isscss
561327,@j4mie/react-email,https://github.com/maantje/laravel-react-email#readme,,224712,maantje/react-email,,https://github.com/maantje/laravel-react-email
579198,@johnbillion/plugin-infrastructure,https://github.com/johnbillion/plugin-infrastructure,git+https://github.com/johnbillion/plugin-infrastructure.git,186246,johnbillion/plugin-infrastructure,,https://github.com/johnbillion/plugin-infrastructure
581986,@joshcirre/vite-plugin-duo,https://github.com/joshcirre/duo#readme,git+https://github.com/joshcirre/duo.git,188129,joshcirre/duo,,https://github.com/joshcirre/duo
588930,@jsxmlrpc/jsxmlrpc,http://gggeek.github.io/jsxmlrpc/,git+https://github.com/gggeek/jsxmlrpc.git,295209,phpxmlrpc/jsxmlrpc,,https://github.com/gggeek/jsxmlrpc
606271,@keytd/dynamic-backend-client,https://github.com/KeyTechAndDesign/dynamic-backend-client#readme,git+https://github.com/KeyTechAndDesign/dynamic-backend-client.git,196756,keytd/dynamic-backend-client-php,,https://github.com/KeyTechAndDesign/dynamic-backend-client
611684,@kiwilan/vite-plugin-steward-laravel,https://github.com/kiwilan/steward-laravel,git+https://github.com/kiwilan/steward-laravel.git,199025,kiwilan/steward-laravel,,https://github.com/kiwilan/steward-laravel
611683,@kiwilan/typescriptable-laravel,https://github.com/kiwilan/typescriptable-laravel/tree/main/lib,git+https://github.com/kiwilan/typescriptable-laravel.git,199026,kiwilan/typescriptable-laravel,,https://github.com/kiwilan/typescriptable-laravel
614149,@knitkode/customize-plus,https://knitkode.com/products/customize-plus,git+https://github.com/knitkode/customize-plus.git,199938,knitkode/customize-plus,,https://github.com/knitkode/customize-plus
3549663,vite-for-wp,https://github.com/kucrut/vite-for-wp,git+https://github.com/kucrut/vite-for-wp.git,203577,kucrut/vite-for-wp,,https://github.com/kucrut/vite-for-wp
630711,@laravilt/actions,https://laravilt.dev/actions,git+https://github.com/laravilt/actions.git,208832,laravilt/actions,,https://github.com/laravilt/actions
630712,@laravilt/ai,https://laravilt.dev/ai,git+https://github.com/laravilt/ai.git,208833,laravilt/ai,,https://github.com/laravilt/ai
630713,@laravilt/auth,https://laravilt.dev/auth,git+https://github.com/laravilt/auth.git,208834,laravilt/auth,,https://github.com/laravilt/auth
630714,@laravilt/forms,https://laravilt.dev/forms,git+https://github.com/laravilt/forms.git,208835,laravilt/forms,,https://github.com/laravilt/forms
630716,@laravilt/infolists,https://laravilt.dev/infolists,git+https://github.com/laravilt/infolists.git,208836,laravilt/infolists,,https://github.com/laravilt/infolists
630717,@laravilt/notifications,https://laravilt.dev/notifications,git+https://github.com/laravilt/notifications.git,208838,laravilt/notifications,,https://github.com/laravilt/notifications
630718,@laravilt/panel,https://laravilt.dev/panel,git+https://github.com/laravilt/panel.git,208839,laravilt/panel,,https://github.com/laravilt/panel
630719,@laravilt/schemas,https://laravilt.dev/schemas,git+https://github.com/laravilt/schemas.git,208842,laravilt/schemas,,https://github.com/laravilt/schemas
630720,@laravilt/support,https://laravilt.dev/support,git+https://github.com/laravilt/support.git,208843,laravilt/support,,https://github.com/laravilt/support
630721,@laravilt/tables,https://laravilt.dev/tables,git+https://github.com/laravilt/tables.git,208844,laravilt/tables,,https://github.com/laravilt/tables
635486,@lcharette/configmanager,https://github.com/lcharette/UF_ConfigManager#readme,git+https://github.com/lcharette/UF_ConfigManager.git,210267,lcharette/uf_configmanager,,https://github.com/lcharette/UF_ConfigManager
635487,@lcharette/formgenerator,https://github.com/lcharette/UF_FormGenerator#readme,git+https://github.com/lcharette/UF_FormGenerator.git,210268,lcharette/uf_formgenerator,,https://github.com/lcharette/UF_FormGenerator
638405,@leeovery/claude-laravel,https://github.com/leeovery/claude-laravel#readme,git+https://github.com/leeovery/claude-laravel.git,211387,leeovery/claude-laravel,,https://github.com/leeovery/claude-laravel
