Normalized_URL,Go_ID,Go_Name,Go_Homepage,Go_Repo,NPM_ID,NPM_Name,NPM_Homepage,NPM_Repo,Ruby_ID,Ruby_Name,Ruby_Homepage,Ruby_Repo
github.com/jhawthorn/fzy.js,1610462,github.com/jhawthorn/fzy.js,https://github.com/jhawthorn/fzy.js,https://github.com/jhawthorn/fzy.js,2003868,fzy.js,http://github.com/jhawthorn/fzy.js,git://github.com/jhawthorn/fzy.js.git,59437,fzy,https://github.com/jhawthorn/fzy.js,https://github.com/jhawthorn/fzy.js
github.com/prettier/plugin-ruby,1612191,github.com/prettier/plugin-ruby,https://github.com/prettier/plugin-ruby,https://github.com/prettier/plugin-ruby,1408072,awesomecode-plugin-ruby,https://github.com/prettier/plugin-ruby#readme,git+https://github.com/prettier/plugin-ruby.git,123937,prettier,https://github.com/prettier/plugin-ruby#readme,https://github.com/prettier/plugin-ruby#readme
github.com/refile/refile,1612664,github.com/refile/refile,https://github.com/refile/refile,https://github.com/refile/refile,3391287,testing-refile-tristanoneil,https://github.com/refile/refile#readme,git+https://github.com/refile/refile.git,135305,refile,https://github.com/refile/refile,https://github.com/refile/refile
github.com/cotes2020/jekyll-theme-chirpy,1619975,github.com/cotes2020/jekyll-theme-chirpy,https://github.com/cotes2020/jekyll-theme-chirpy,https://github.com/cotes2020/jekyll-theme-chirpy,2273265,jekyll-theme-chirpy,https://github.com/cotes2020/jekyll-theme-chirpy#readme,git+https://github.com/cotes2020/jekyll-theme-chirpy.git,81420,jekyll-theme-chirpy-customized-by-alazaroc,https://cotes2020.github.io/chirpy-demo,https://github.com/cotes2020/jekyll-theme-chirpy
github.com/crispgm/resume,1624648,github.com/crispgm/resume,https://github.com/crispgm/resume,https://github.com/crispgm/resume,2146112,hexo-theme-crisp-minimal-resume,https://github.com/crispgm/resume#readme,git+https://github.com/crispgm/resume.git,81597,jekyll-theme-minimal-resume,https://github.com/crispgm/resume,https://github.com/crispgm/resume
github.com/rubys/fly-atc,1762336,github.com/rubys/fly-atc,https://github.com/rubys/fly-atc,https://github.com/rubys/fly-atc,396614,@flydotio/atc-darwin-arm64,https://github.com/rubys/fly-atc#readme,git+https://github.com/rubys/fly-atc.git,56815,fly-atc,https://github.com/rubys/fly-atc,https://github.com/rubys/fly-atc
github.com/gdotdesign/elm-github-install,1944594,github.com/gdotdesign/elm-github-install,https://github.com/gdotdesign/elm-github-install,https://github.com/gdotdesign/elm-github-install,1837689,elm-github-install,https://github.com/gdotdesign/elm-github-install#readme,git+ssh://git@github.com/gdotdesign/elm-github-install.git,45911,elm_install,https://github.com/gdotdesign/elm-github-install,https://github.com/gdotdesign/elm-github-install
github.com/lolmaus/breakpoint-slicer,1946425,github.com/lolmaus/breakpoint-slicer,https://github.com/lolmaus/breakpoint-slicer,https://github.com/lolmaus/breakpoint-slicer,1488025,breakpoint-slicer,https://lolmaus.github.io/breakpoint-slicer,git+https://github.com/lolmaus/breakpoint-slicer.git,19178,breakpoint-slicer,https://github.com/lolmaus/breakpoint-slicer,https://github.com/lolmaus/breakpoint-slicer
github.com/alchemycms/alchemy_cms,1976567,github.com/alchemycms/alchemy_cms,https://github.com/alchemycms/alchemy_cms,https://github.com/alchemycms/alchemy_cms,49183,@alchemy_cms/admin,https://github.com/AlchemyCMS/alchemy_cms#readme,git+https://github.com/AlchemyCMS/alchemy_cms.git,5328,alchemy_cms,https://alchemy-cms.com,https://github.com/AlchemyCMS/alchemy_cms
github.com/discourse/message_bus,1976620,github.com/discourse/message_bus,https://github.com/discourse/message_bus,https://github.com/discourse/message_bus,2519287,message-bus-client,https://github.com/discourse/message_bus#readme,git+https://github.com/discourse/message_bus.git,98984,message_bus,https://github.com/discourse/message_bus,https://github.com/discourse/message_bus
github.com/davyjoneslocker/client_side_validations,1976669,github.com/davyjoneslocker/client_side_validations,https://github.com/davyjoneslocker/client_side_validations,https://github.com/davyjoneslocker/client_side_validations,220235,@client-side-validations/client-side-validations,https://github.com/DavyJonesLocker/client_side_validations,git+https://github.com/DavyJonesLocker/client_side_validations.git,27618,client_side_validations,https://github.com/DavyJonesLocker/client_side_validations,https://github.com/DavyJonesLocker/client_side_validations
github.com/josefarias/hotwire_combobox,1976727,github.com/josefarias/hotwire_combobox,https://github.com/josefarias/hotwire_combobox,https://github.com/josefarias/hotwire_combobox,581705,@josefarias/hotwire_combobox,https://hotwirecombobox.com,git+ssh://git@github.com/josefarias/hotwire_combobox.git,73301,hotwire_combobox,https://hotwirecombobox.com/,https://github.com/josefarias/hotwire_combobox
github.com/primer/view_components,1976824,github.com/primer/view_components,https://github.com/primer/view_components,https://github.com/primer/view_components,875744,@primer/view-components,https://github.com/primer/view_components#readme,git+https://github.com/primer/view_components.git,124145,primer_view_components,https://github.com/primer/view_components,https://github.com/primer/view_components
github.com/projectblacklight/blacklight,1976838,github.com/projectblacklight/blacklight,https://github.com/projectblacklight/blacklight,https://github.com/projectblacklight/blacklight,1465799,blacklight-frontend,https://github.com/projectblacklight/blacklight#readme,git+https://github.com/projectblacklight/blacklight.git,16858,blacklight,http://projectblacklight.org/,https://github.com/projectblacklight/blacklight
github.com/stimulusreflex/stimulus_reflex,1976894,github.com/stimulusreflex/stimulus_reflex,https://github.com/stimulusreflex/stimulus_reflex,https://github.com/stimulusreflex/stimulus_reflex,3282290,stimulus_reflex,https://docs.stimulusreflex.com/,https://github.com/stimulusreflex/stimulus_reflex,162452,stimulus_reflex,https://github.com/stimulusreflex/stimulus_reflex,https://github.com/stimulusreflex/stimulus_reflex
github.com/stimulusreflex/cable_ready,1976896,github.com/stimulusreflex/cable_ready,https://github.com/stimulusreflex/cable_ready,https://github.com/stimulusreflex/cable_ready,1512447,cable_ready,https://cableready.stimulusreflex.com/,https://github.com/stimulusreflex/cable_ready,20981,cable_ready,https://github.com/stimulusreflex/cable_ready,https://github.com/stimulusreflex/cable_ready
github.com/unabridged/motion,1976930,github.com/unabridged/motion,https://github.com/unabridged/motion,https://github.com/unabridged/motion,1147485,@unabridged/motion,https://github.com/unabridged/motion#readme,git+https://github.com/unabridged/motion.git,104212,motion,https://github.com/unabridged/motion,https://github.com/unabridged/motion
github.com/phrogz/neatjson,1984254,github.com/phrogz/neatjson,https://github.com/phrogz/neatjson,https://github.com/phrogz/neatjson,2635700,neatjson,http://phrogz.net/JS/NeatJSON,git+https://github.com/Phrogz/NeatJSON.git,107774,neatjson,http://github.com/Phrogz/NeatJSON,http://github.com/Phrogz/NeatJSON
github.com/rubys/ruby2js,1999088,github.com/rubys/ruby2js,https://github.com/rubys/ruby2js,https://github.com/rubys/ruby2js,944208,@ruby2js/webpack-loader,https://github.com/rubys/ruby2js/tree/master/packages/webpack-loader#readme,https://github.com/rubys/ruby2js,142951,ruby2js,http://github.com/rubys/ruby2js,http://github.com/rubys/ruby2js
github.com/platanus/activeadmin_addons,1999332,github.com/platanus/activeadmin_addons,https://github.com/platanus/activeadmin_addons,https://github.com/platanus/activeadmin_addons,1288357,activeadmin_addons_cdn,https://github.com/platanus/activeadmin_addons#readme,git+https://github.com/platanus/activeadmin_addons.git,1166,activeadmin_addons,https://github.com/platanus/activeadmin_addons,https://github.com/platanus/activeadmin_addons
github.com/joosy/joosy,2013403,github.com/joosy/joosy,https://github.com/joosy/joosy,https://github.com/joosy/joosy,2290382,joosy,,git://github.com/joosy/joosy.git,82852,joosy,http://github.com/joosy/joosy,http://github.com/joosy/joosy
github.com/zurb/foundation,2016373,github.com/zurb/foundation,https://github.com/zurb/foundation,https://github.com/zurb/foundation,3745317,zurb-foundation-5,https://github.com/zurb/foundation,https://github.com/zurb/foundation,188915,zurb-foundation,http://foundation.zurb.com,http://github.com/zurb/foundation
github.com/mumuki/mulang,2023770,github.com/mumuki/mulang,https://github.com/mumuki/mulang,https://github.com/mumuki/mulang,2585708,mulang,https://github.com/mumuki/mulang#readme,git+https://github.com/mumuki/mulang.git,105249,mulangjs,https://github.com/mumuki/mulang,https://github.com/mumuki/mulang
github.com/cucumber/html-formatter,2064838,github.com/cucumber/html-formatter,https://github.com/cucumber/html-formatter,https://github.com/cucumber/html-formatter,258461,@cucumber/html-formatter,https://github.com/cucumber/html-formatter#readme,git+https://github.com/cucumber/html-formatter.git,34427,cucumber-html-formatter,https://github.com/cucumber/html-formatter,https://github.com/cucumber/html-formatter
