Normalized_URL,Maven_ID,Maven_Name,Maven_Homepage,Maven_Repo,PyPI_ID,PyPI_Name,PyPI_Homepage,PyPI_Repo
github.com/absaoss/pramen,305,za.co.absa.pramen:pramen-api_2.11,https://github.com/AbsaOSS/pramen,https://github.com/AbsaOSS/pramen/tree/main,473431,pramen-py,https://github.com/AbsaOSS/pramen,https://github.com/AbsaOSS/pramen
github.com/yourusername/yourproject,737762,club.javax.yss:YssDataTranc,https://ysstech.com,https://github.com/yourusername/yourproject,642732,testest01,https://pypi.org/project/testest01/,https://github.com/yourusername/yourproject
github.com/username/project,453243,ee.mn8:castanet_3,https://github.com/username/project,https://github.com/username/project,382158,mypackgae,https://github.com/username/project,https://github.com/username/project
github.com/src-d/jgit-spark-connector,15267,tech.sourced:jgit-spark-connector,https://github.com/src-d/jgit-spark-connector,https://github.com/src-d/jgit-spark-connector,606257,sourced-jgit-spark-connector,https://github.com/src-d/jgit-spark-connector/tree/master/python,https://github.com/src-d/jgit-spark-connector/tree/master/python
github.com/src-d/engine,15270,tech.sourced:engine,https://github.com/src-d/engine,https://github.com/src-d/engine,606254,sourced-engine,https://github.com/src-d/engine/tree/master/python,https://github.com/src-d/engine/tree/master/python
github.com/allwefantasy/pyjava,15929,tech.mlsql:pyjava-2.3_2.11,https://github.com/allwefantasy/pyjava,https://github.com/allwefantasy/pyjava,503186,pyjava,https://github.com/allwefantasy/pyjava,https://github.com/allwefantasy/pyjava
github.com/momentohq/client-protos,19540,software.momento.java:client-protos,https://github.com/momentohq/client-protos,https://github.com/momentohq/client-protos,369093,momento-wire-types,https://gomomento.com,https://github.com/momentohq/client-protos
github.com/amzn/selling-partner-api-sdk,19627,software.amazon.spapi:spapi-sdk,https://github.com/amzn/selling-partner-api-sdk,https://github.com/amzn/selling-partner-api-sdk.git,22796,amzn-sp-api,https://pypi.org/project/amzn-sp-api/,https://github.com/amzn/selling-partner-api-sdk
github.com/aws/asset-node-proxy-agent-v6,20928,software.amazon.awscdk:cdk-asset-node-proxy-agent-v6,https://github.com/cdklabs/awscdk-asset-node-proxy-agent#readme,https://github.com/aws/asset-node-proxy-agent-v6.git,44788,aws-cdk.asset-node-proxy-agent-v6,https://github.com/cdklabs/awscdk-asset-node-proxy-agent#readme,https://github.com/aws/asset-node-proxy-agent-v6.git
github.com/xtuml/mc,34626,org.xtuml:mc,https://github.com/xtuml/mc,https://github.com/xtuml/mc,506541,pymc3020,https://github.com/xtuml/mc,https://github.com/xtuml/mc
github.com/mrdimosthenis/synapses,634959,com.github.mrdimosthenis:synapses_2.13,https://github.com/mrdimosthenis/Synapses,https://github.com/mrdimosthenis/Synapses,630531,synapses-py,https://mrdimosthenis.github.io/Synapses,https://github.com/mrdimosthenis/Synapses
github.com/technologybrewery/poetry-monorepo-dependency-plugin,80374,org.technologybrewery:poetry-monorepo-dependency-plugin,https://github.com/TechnologyBrewery/poetry-monorepo-dependency-plugin/,https://github.com/TechnologyBrewery/poetry-monorepo-dependency-plugin/,468552,poetry-monorepo-dependency-plugin,https://github.com/TechnologyBrewery/poetry-monorepo-dependency-plugin,https://github.com/TechnologyBrewery/poetry-monorepo-dependency-plugin
github.com/technologybrewery/krausening,80383,org.technologybrewery.krausening:krausening-root,https://github.com/TechnologyBrewery/krausening,https://github.com/TechnologyBrewery/krausening,311377,krausening,https://github.com/TechnologyBrewery/krausening,https://github.com/TechnologyBrewery/krausening
github.com/technologybrewery/kappa-maki,80386,org.technologybrewery.kappamaki:kappa-maki,https://github.com/TechnologyBrewery/cucumber-behave-package/,https://github.com/TechnologyBrewery/kappa-maki/,303547,kappa-maki,https://github.com/TechnologyBrewery/kappa-maki,https://github.com/TechnologyBrewery/kappa-maki
github.com/apache/spark,742817,ch.cern.spark:spark-parent_2.12,http://spark.apache.org/,scm:git:git@github.com:apache/spark.git,519909,pyspark-connect,https://github.com/apache/spark/tree/master/python,https://github.com/apache/spark/tree/master/python
github.com/rlbot/rlbot,101494,org.rlbot.commons:framework,https://www.rlbot.org,https://github.com/RLBot/RLBot/,559584,rlbot_legacy_gui,https://github.com/RLBot/RLBot,https://github.com/RLBot/RLBot
github.com/renci-nrig/ahab,102399,org.renci.ahab:ahab-project,https://github.com/RENCI-NRIG/ahab,https://github.com/RENCI-NRIG/ahab,9526,ahab-py,https://github.com/RENCI-NRIG/ahab,https://github.com/RENCI-NRIG/ahab
github.com/pytorch/serve,104810,org.pytorch:torchserve-endpoint-plugin,https://github.com/pytorch/serve,https://github.com/pytorch/serve,659620,torch-workflow-archiver-nightly,https://github.com/pytorch/serve/blob/master/workflow-archiver/,https://github.com/pytorch/serve/blob/master/workflow-archiver/
github.com/projectnessie/nessie,105479,org.projectnessie:nessie,https://projectnessie.org,https://github.com/projectnessie/nessie/tree/${project.scm.tag},508968,pynessie,https://github.com/projectnessie/nessie,https://github.com/projectnessie/nessie
github.com/polypheny/polypheny-prism-api,106333,org.polypheny:prism,https://polypheny.org/,https://github.com/polypheny/Polypheny-Prism-API,470205,polypheny-prism-api,https://polypheny.com/,https://github.com/polypheny/Polypheny-Prism-API
github.com/osmlab/atlas,115316,org.openstreetmap.atlas:atlas,https://github.com/osmlab/atlas,https://github.com/osmlab/atlas,487703,pyatlas,https://github.com/osmlab/atlas,https://github.com/osmlab/atlas
github.com/opensearch-project/opensearch-protobufs,115682,org.opensearch:protobufs,https://github.com/opensearch-project/opensearch-protobufs,https://github.com/opensearch-project/opensearch-protobufs,436762,opensearch-protobufs,https://opensearch.org/,https://github.com/opensearch-project/opensearch-protobufs
github.com/ome/ome-model,282023,net.codelibre:ome-model,http://www.openmicroscopy.org/site/products/bio-formats,http://github.com/ome/ome-model,430955,ome-model,https://github.com/ome/ome-model/,https://github.com/ome/ome-model/
github.com/opencb/opencga,123713,org.opencb.opencga:opencga,http://docs.opencb.org/display/opencga/,https://github.com/opencb/opencga,490533,pyCGA,https://github.com/opencb/opencga/tree/develop/opencga-client/src/main/python,https://github.com/opencb/opencga/tree/develop/opencga-client/src/main/python
github.com/opencb/cellbase,123746,org.opencb.cellbase:cellbase,http://www.opencb.org/subprojects/cellbase,https://github.com/opencb/cellbase,490421,pycellbase,https://github.com/opencb/cellbase/tree/develop/clients/python,https://github.com/opencb/cellbase/tree/develop/clients/python
github.com/open-metadata/openmetadata,124571,org.open-metadata:catalog,https://github.com/open-metadata/OpenMetadata,scm:git:git@github.com:Open-Metadata/OpenMetadata,499539,pygcpinventory,https://pypi.org/project/pygcpinventory/,https://github.com/open-metadata/openmetadata
github.com/tail-f-systems/jnc,695290,com.celeral:jnc,https://github.com/tail-f-systems/JNC,git@github.com:tail-f-systems/JNC.git,486967,pyang-jnc,https://github.com/tail-f-systems/JNC/,https://github.com/tail-f-systems/JNC/
github.com/ojai/ojai,125814,org.ojai:ojai-root,https://github.com/ojai,https://github.com/ojai/ojai,430062,ojai-python-api,https://github.com/ojai/ojai/tree/master/python,https://github.com/ojai/ojai/tree/master/python
